c1,c2
2.397638702392578125e+01,-1.051428031921386719e+01
3.135881614685058594e+01,-8.725017547607421875e+00
2.069068717956542969e+01,3.254348278045654297e+00
1.785803604125976562e+01,-7.881014347076416016e+00
3.453575134277343750e+01,-1.565659904479980469e+01
2.189957046508789062e+01,7.407502174377441406e+00
-3.941326141357421875e+01,2.214023399353027344e+01
3.488922500610351562e+01,-1.356482124328613281e+01
3.307330703735351562e+01,-1.772034406661987305e+00
-2.488556861877441406e+00,3.249324035644531250e+01
5.153739547729492188e+01,-2.468910026550292969e+01
-1.688785552978515625e+01,-2.285518264770507812e+01
3.756987762451171875e+01,-1.554887580871582031e+01
3.660952758789062500e+01,-6.821809291839599609e+00
4.114802932739257812e+01,-2.183562088012695312e+01
3.576778793334960938e+01,-1.532697868347167969e+01
-2.854593467712402344e+01,-8.920400619506835938e+00
3.336884689331054688e+01,-1.797681045532226562e+01
-3.035583114624023438e+01,3.694858551025390625e+01
3.196661567687988281e+01,-8.421113967895507812e+00
4.015866851806640625e+01,-1.328806781768798828e+01
1.857983589172363281e+01,2.490436553955078125e+00
-3.471210861206054688e+01,2.507750129699707031e+01
5.027978515625000000e+01,-2.210399818420410156e+01
-3.312609481811523438e+01,2.715860939025878906e+01
1.556075477600097656e+01,3.184613609313964844e+01
1.000599575042724609e+01,-4.657906723022460938e+01
3.203363800048828125e+01,-1.209224891662597656e+01
3.598570632934570312e+01,-7.290478229522705078e+00
5.174368667602539062e+01,-2.515333175659179688e+01
1.939972496032714844e+01,2.842242002487182617e+00
2.978119087219238281e+01,-8.699643135070800781e+00
3.255698394775390625e+01,-8.982198715209960938e+00
3.540237808227539062e+01,-1.347418308258056641e+01
1.988566780090332031e+01,3.892462968826293945e+00
1.821507835388183594e+01,-1.873447990417480469e+01
1.714339065551757812e+01,-3.292317581176757812e+01
3.569630813598632812e+01,-6.303194522857666016e+00
3.246860504150390625e+01,-1.581696128845214844e+01
-3.770738220214843750e+01,2.737949371337890625e+01
3.639805221557617188e+01,-1.445457935333251953e+01
-3.903598022460937500e+01,2.327258872985839844e+01
3.424966430664062500e+01,-8.583892822265625000e+00
2.881664276123046875e+01,-5.871915340423583984e+00
-4.552139282226562500e+00,1.165329456329345703e+01
3.547734451293945312e+01,-8.149912834167480469e+00
4.649538516998291016e+00,1.629458999633789062e+01
1.754819869995117188e+01,3.502088546752929688e+00
9.969742774963378906e+00,-4.582342910766601562e+01
3.162223052978515625e+01,-1.182719516754150391e+01
3.002628707885742188e+01,-4.048600769042968750e+01
3.094099426269531250e+01,-1.956463241577148438e+01
1.724491119384765625e+01,3.117813825607299805e+00
-1.218302917480468750e+01,3.245749175548553467e-01
3.886066818237304688e+01,-9.034415245056152344e+00
2.967373847961425781e+01,-1.694156455993652344e+01
3.506304168701171875e+01,-1.131203365325927734e+01
-3.090976333618164062e+01,3.350268173217773438e+01
2.782967567443847656e+01,-1.512231826782226562e+01
3.219213485717773438e+01,-7.479886531829833984e+00
1.970079994201660156e+01,1.476575613021850586e+00
5.006804275512695312e+01,-9.251851081848144531e+00
4.823037719726562500e+01,-2.405500888824462891e+00
1.502202987670898438e+01,3.228968048095703125e+01
1.390075302124023438e+01,-1.547011947631835938e+01
2.646954154968261719e+01,2.401766395568847656e+01
3.362004470825195312e+01,-5.081194400787353516e+00
-9.503180384635925293e-01,3.258176422119140625e+01
3.668061447143554688e+01,-6.000341892242431641e+00
-1.859240913391113281e+01,-2.127881622314453125e+01
3.802784729003906250e+01,-1.473498058319091797e+01
3.735749053955078125e+01,-1.496637535095214844e+01
-1.689690208435058594e+01,-1.535419654846191406e+01
4.762831115722656250e+01,1.453202247619628906e+00
3.498394393920898438e+01,-1.155609130859375000e+01
3.081531906127929688e+01,-1.970857429504394531e+01
-3.549643707275390625e+01,2.513439750671386719e+01
-3.071999931335449219e+01,3.747202301025390625e+01
2.987212181091308594e+01,-7.824048995971679688e+00
3.503513336181640625e+01,-1.233926010131835938e+01
2.148627471923828125e+01,9.949012994766235352e-01
7.061224579811096191e-01,-2.843374824523925781e+01
3.606371688842773438e+01,-7.174896240234375000e+00
3.588038635253906250e+01,-1.114211845397949219e+01
1.850767326354980469e+01,-2.518156623840332031e+01
3.003619313240051270e-01,-2.765740013122558594e+01
3.513569641113281250e+01,-6.153594970703125000e+00
-2.379552841186523438e+01,-9.273911476135253906e+00
1.549135303497314453e+01,3.185724830627441406e+01
2.999444007873535156e+01,-9.580797195434570312e+00
1.958316993713378906e+01,6.998950958251953125e+00
4.007338714599609375e+01,6.263813495635986328e+00
4.679948043823242188e+01,-2.537853050231933594e+01
3.422638702392578125e+01,-9.299080848693847656e+00
3.111407089233398438e+01,-2.693584251403808594e+01
2.299232292175292969e+01,-2.843344879150390625e+01
3.584756851196289062e+01,-1.374257564544677734e+01
-1.831780052185058594e+01,9.274055808782577515e-02
2.901115417480468750e+01,2.051779747009277344e+01
3.014086914062500000e+01,-2.092887115478515625e+01
